id,slug,hub,desk,seniority,shifts,skills,toolset,availability
a_ep3_sp1_emp1,,Assembling,Web,Associate Producer,Evening,"Reporter - Digital,Graphic Designer - Digital,Copy Editor,Graphic Designer  TV,Reporter - TV,Developer,Journalist","HTML,JavaScript,Illustrator",Hired
a_ep3_sp1_emp2,,Assembling,Web,Assistant Producer,Graveyard,"Journalist,Anchor,Reporter - TV,Reporter - Print,Reporter - Digital","InDesign,CSS,Illustrator,HTML",Hired
a_ep3_sp1,,Assembling,Web,Senior Producer,Graveyard,"Journalist,Reporter - Digital,Graphic Designer  TV,Developer,Copy Editor,Graphic Designer - Print,Anchor","Photoshop,JavaScript",Hired
a_ep3_sp2_emp1,,Assembling,Web,Assistant Producer,Morning,"Graphic Designer  TV,Developer,Reporter - TV","Photoshop,HTML,JavaScript,Illustrator",Hired
a_ep3_sp2_emp2,,Assembling,Web,Assistant Producer,Evening,"Developer,Reporter - Digital,Copy Editor,Graphic Designer  TV,Reporter - Print,Graphic Designer - Print,Anchor,Reporter - TV,Journalist","JavaScript,HTML",Hired
a_ep3_sp2,,Assembling,Web,Senior Producer,Graveyard,"Graphic Designer - Digital,Copy Editor,Reporter - Digital,Graphic Designer  TV,Graphic Designer - Print,Developer,Anchor","Photoshop,Illustrator",Hired
a_ep3_sp3_emp1,,Assembling,Web,Producer,Morning,"Reporter - Print,Journalist,Reporter - TV,Anchor,Developer",InDesign,Hired
a_ep3_sp3_emp2,,Assembling,Web,Producer,Graveyard,"Journalist,Reporter - Print,Anchor,Graphic Designer - Print,Graphic Designer - Digital,Graphic Designer  TV","Photoshop,Illustrator,InDesign,CSS,JavaScript",Hired
a_ep3_sp3,,Assembling,Web,Chief Producer,Morning,Graphic Designer - Print,"JavaScript,Illustrator,Photoshop",Hired
a_ep3,,Assembling,Web,Executive Producer,Morning,"Graphic Designer  TV,Graphic Designer - Digital,Reporter - Digital","JavaScript,HTML,Illustrator,InDesign,CSS,Photoshop",Hired
a_ep4_sp1_emp1,,Assembling,Mobile,Assistant Producer,Morning,"Graphic Designer - Digital,Reporter - Print","Illustrator,HTML",Hired
a_ep4_sp1_emp2,,Assembling,Mobile,Trainee Producer,Graveyard,"Reporter - Print,Anchor,Graphic Designer - Print,Graphic Designer  TV,Graphic Designer - Digital,Copy Editor,Journalist,Developer,Reporter - Digital",Photoshop,Hired
a_ep4_sp1,,Assembling,Mobile,Senior Producer,Evening,"Developer,Graphic Designer - Print,Graphic Designer - Digital,Copy Editor,Journalist,Reporter - TV",Photoshop,Hired
a_ep4_sp2_emp1,,Assembling,Mobile,Trainee Producer,Graveyard,Graphic Designer - Print,"Photoshop,CSS",Hired
a_ep4_sp2_emp2,,Assembling,Mobile,Trainee Producer,Morning,"Graphic Designer - Digital,Reporter - TV",InDesign,Hired
a_ep4_sp2,,Assembling,Mobile,Senior Producer,Graveyard,"Graphic Designer - Digital,Developer,Graphic Designer - Print,Reporter - TV,Reporter - Digital,Reporter - Print,Graphic Designer  TV,Copy Editor,Anchor,Journalist","InDesign,HTML,JavaScript",Hired
a_ep4_sp3_emp1,,Assembling,Mobile,Associate Producer,Graveyard,"Developer,Reporter - Digital,Reporter - TV,Anchor,Reporter - Print,Copy Editor",Illustrator,Hired
a_ep4_sp3_emp2,,Assembling,Mobile,Producer,Evening,"Graphic Designer - Print,Journalist,Reporter - Print,Graphic Designer  TV,Anchor,Developer,Reporter - Digital,Reporter - TV","Illustrator,HTML,InDesign,CSS,Photoshop,JavaScript",Hired
a_ep4_sp3,,Assembling,Mobile,Senior Producer,Graveyard,"Developer,Graphic Designer  TV,Reporter - Print,Graphic Designer - Digital","CSS,HTML,InDesign",Hired
a_ep4,,Assembling,Mobile,Executive Producer,Graveyard,Journalist,"InDesign,JavaScript,CSS",Hired
a_ep5_sp1_emp1,,Assembling,Radio,Trainee Producer,Graveyard,Reporter - Digital,"Illustrator,CSS,HTML,Photoshop",Hired
a_ep5_sp1_emp2,,Assembling,Radio,Trainee Producer,Evening,"Reporter - Digital,Developer,Graphic Designer  TV",Photoshop,Hired
a_ep5_sp1,,Assembling,Radio,Chief Producer,Graveyard,"Journalist,Reporter - Digital,Reporter - TV","InDesign,Photoshop,Illustrator",Hired
a_ep5_sp2_emp1,,Assembling,Radio,Associate Producer,Evening,"Reporter - Print,Journalist,Reporter - Digital,Graphic Designer - Digital,Developer","CSS,HTML,JavaScript,Illustrator,InDesign",Hired
a_ep5_sp2_emp2,,Assembling,Radio,Assistant Producer,Morning,"Graphic Designer  TV,Reporter - Digital","JavaScript,Illustrator,CSS",Hired
a_ep5_sp2,,Assembling,Radio,Senior Producer,Morning,Anchor,"CSS,InDesign,JavaScript",Hired
a_ep5_sp3_emp1,,Assembling,Radio,Associate Producer,Evening,"Reporter - TV,Copy Editor,Journalist,Graphic Designer  TV,Graphic Designer - Digital,Reporter - Print,Anchor,Developer,Graphic Designer - Print","Photoshop,HTML,InDesign,Illustrator,JavaScript",Hired
a_ep5_sp3_emp2,,Assembling,Radio,Trainee Producer,Evening,"Reporter - Print,Copy Editor,Reporter - TV,Reporter - Digital,Graphic Designer - Digital,Developer,Graphic Designer - Print,Anchor,Graphic Designer  TV","Photoshop,InDesign,CSS,Illustrator,HTML",Hired
a_ep5_sp3,,Assembling,Radio,Chief Producer,Graveyard,Graphic Designer - Digital,"CSS,HTML,Photoshop,Illustrator,JavaScript",Hired
a_ep5,,Assembling,Radio,Executive Producer,Graveyard,"Developer,Reporter - Print,Reporter - Digital,Journalist,Graphic Designer - Print,Copy Editor,Graphic Designer  TV,Graphic Designer - Digital,Reporter - TV","Illustrator,InDesign,JavaScript,CSS,Photoshop",Hired
a_ep6_sp1_emp1,,Assembling,TV,Trainee Producer,Graveyard,"Graphic Designer - Print,Reporter - TV,Developer,Reporter - Digital,Reporter - Print","Photoshop,JavaScript,InDesign,CSS,HTML,Illustrator",Hired
a_ep6_sp1_emp2,,Assembling,TV,Associate Producer,Graveyard,"Journalist,Copy Editor","CSS,Photoshop,Illustrator",Hired
a_ep6_sp1,,Assembling,TV,Chief Producer,Evening,"Developer,Journalist,Graphic Designer - Print,Anchor,Reporter - TV","JavaScript,CSS",Hired
a_ep6_sp2_emp1,,Assembling,TV,Trainee Producer,Graveyard,"Journalist,Graphic Designer - Digital,Anchor","Photoshop,HTML,Illustrator,CSS",Hired
a_ep6_sp2_emp2,,Assembling,TV,Trainee Producer,Evening,Copy Editor,"CSS,Photoshop",Hired
a_ep6_sp2,,Assembling,TV,Chief Producer,Graveyard,"Anchor,Reporter - Digital","CSS,Photoshop,InDesign,JavaScript,HTML,Illustrator",Hired
a_ep6_sp3_emp1,,Assembling,TV,Assistant Producer,Graveyard,"Graphic Designer - Digital,Journalist,Developer,Reporter - TV,Graphic Designer - Print,Reporter - Digital,Copy Editor",InDesign,Hired
a_ep6_sp3_emp2,,Assembling,TV,Associate Producer,Morning,"Anchor,Journalist","HTML,InDesign,CSS",Hired
a_ep6_sp3,,Assembling,TV,Chief Producer,Graveyard,"Reporter - TV,Anchor,Reporter - Print","Photoshop,CSS,HTML,InDesign",Hired
a_ep6,,Assembling,TV,Executive Producer,Graveyard,"Reporter - Print,Developer,Graphic Designer - Print,Reporter - Digital,Graphic Designer - Digital","JavaScript,HTML,Illustrator,CSS",Hired
a_mp,,Assembling,,Managing Producer,Graveyard,"Journalist,Developer,Copy Editor,Reporter - Print,Reporter - Digital,Graphic Designer  TV","CSS,HTML,Illustrator,InDesign,JavaScript",Hiring
d_ep1_sp1_emp1,,Distribution,Growth,Trainee Producer,Evening,"Developer,Anchor,Reporter - Print,Copy Editor,Journalist,Reporter - TV,Graphic Designer - Print",CSS,Hired
d_ep1_sp1_emp2,,Distribution,Growth,Assistant Producer,Evening,"Graphic Designer  TV,Graphic Designer - Print,Reporter - Print,Reporter - Digital,Developer","JavaScript,Photoshop,CSS,InDesign",Hired
d_ep1_sp1,,Distribution,Growth,Chief Producer,Graveyard,"Copy Editor,Reporter - Digital,Developer,Reporter - Print,Journalist,Graphic Designer - Print,Graphic Designer  TV,Reporter - TV,Anchor,Graphic Designer - Digital","Illustrator,Photoshop",Hired
d_ep1_sp2_emp1,,Distribution,Growth,Trainee Producer,Morning,"Anchor,Reporter - TV,Reporter - Digital,Graphic Designer  TV,Graphic Designer - Digital,Reporter - Print,Copy Editor,Graphic Designer - Print,Developer,Journalist","InDesign,Illustrator,HTML,JavaScript",Hired
d_ep1_sp2_emp2,,Distribution,Growth,Associate Producer,Evening,"Reporter - TV,Anchor,Developer,Journalist,Graphic Designer - Digital,Graphic Designer  TV,Reporter - Digital","HTML,JavaScript,InDesign,CSS",Hired
d_ep1_sp2,,Distribution,Growth,Chief Producer,Evening,"Developer,Reporter - Digital,Graphic Designer - Print,Anchor,Journalist,Graphic Designer - Digital","InDesign,HTML,CSS,JavaScript",Hired
d_ep1_sp3_emp1,,Distribution,Growth,Associate Producer,Morning,"Journalist,Graphic Designer  TV,Graphic Designer - Print,Developer,Reporter - TV,Copy Editor,Graphic Designer - Digital,Reporter - Print,Reporter - Digital,Anchor","HTML,Illustrator,Photoshop,CSS",Hired
d_ep1_sp3_emp2,,Distribution,Growth,Assistant Producer,Evening,"Graphic Designer - Digital,Journalist,Graphic Designer  TV,Reporter - Print,Graphic Designer - Print,Anchor,Developer,Reporter - Digital,Copy Editor","CSS,Illustrator,InDesign,JavaScript",Hired
d_ep1_sp3,,Distribution,Growth,Chief Producer,Evening,"Reporter - Print,Anchor,Graphic Designer - Print,Developer,Copy Editor,Reporter - Digital,Graphic Designer - Digital,Graphic Designer  TV,Journalist",Illustrator,Hired
d_ep1,,Distribution,Growth,Executive Producer,Evening,"Reporter - Digital,Graphic Designer  TV,Graphic Designer - Digital","HTML,CSS",Hired
d_ep2_sp1_emp1,,Distribution,Ads,Trainee Producer,Morning,Graphic Designer - Print,"HTML,InDesign",Hired
d_ep2_sp1_emp2,,Distribution,Ads,Producer,Graveyard,"Graphic Designer - Print,Graphic Designer  TV,Graphic Designer - Digital,Reporter - Print,Anchor","HTML,Illustrator",Hired
d_ep2_sp1,,Distribution,Ads,Chief Producer,Evening,"Anchor,Graphic Designer - Print,Reporter - TV,Graphic Designer - Digital,Journalist,Reporter - Print,Graphic Designer  TV,Reporter - Digital,Copy Editor,Developer","HTML,JavaScript,CSS,InDesign",Hired
d_ep2_sp2_emp1,,Distribution,Ads,Assistant Producer,Morning,"Journalist,Reporter - Digital,Graphic Designer  TV,Copy Editor,Reporter - Print","InDesign,HTML,JavaScript,Photoshop,CSS,Illustrator",Hired
d_ep2_sp2_emp2,,Distribution,Ads,Assistant Producer,Graveyard,Graphic Designer  TV,"HTML,JavaScript",Hired
d_ep2_sp2,,Distribution,Ads,Senior Producer,Morning,"Graphic Designer  TV,Graphic Designer - Digital","InDesign,Photoshop,JavaScript,Illustrator",Hired
d_ep2_sp3_emp1,,Distribution,Ads,Producer,Morning,"Graphic Designer - Digital,Graphic Designer  TV,Reporter - TV,Journalist","InDesign,HTML,CSS,JavaScript,Photoshop",Hired
d_ep2_sp3_emp2,,Distribution,Ads,Assistant Producer,Morning,"Developer,Reporter - Digital,Copy Editor,Graphic Designer - Digital,Graphic Designer  TV,Journalist","HTML,Illustrator,Photoshop,InDesign",Hired
d_ep2_sp3,,Distribution,Ads,Senior Producer,Evening,Copy Editor,"Photoshop,CSS,JavaScript,InDesign",Hired
d_ep2,,Distribution,Ads,Executive Producer,Graveyard,"Reporter - Digital,Copy Editor,Anchor,Graphic Designer  TV,Graphic Designer - Digital,Journalist,Graphic Designer - Print","Illustrator,HTML",Hired
d_ep3_sp1_emp1,,Distribution,Events,Trainee Producer,Evening,Reporter - Print,JavaScript,Hired
d_ep3_sp1_emp2,,Distribution,Events,Trainee Producer,Evening,"Graphic Designer - Digital,Copy Editor,Reporter - Digital,Reporter - TV,Developer,Graphic Designer - Print","InDesign,Photoshop",Hired
d_ep3_sp1,,Distribution,Events,Senior Producer,Evening,"Reporter - Digital,Copy Editor,Reporter - Print","Photoshop,JavaScript,Illustrator",Hired
d_ep3_sp2_emp1,,Distribution,Events,Producer,Graveyard,"Copy Editor,Reporter - Print",Illustrator,Hired
d_ep3_sp2_emp2,,Distribution,Events,Producer,Morning,Journalist,"InDesign,Photoshop",Hired
d_ep3_sp2,,Distribution,Events,Senior Producer,Graveyard,"Reporter - Print,Developer,Graphic Designer  TV,Reporter - TV","JavaScript,Illustrator,CSS",Hired
d_ep3_sp3_emp1,,Distribution,Events,Assistant Producer,Morning,"Reporter - TV,Reporter - Print,Graphic Designer - Print,Graphic Designer - Digital,Copy Editor,Anchor,Journalist,Developer","HTML,JavaScript,Photoshop,CSS,Illustrator",Hired
d_ep3_sp3_emp2,,Distribution,Events,Producer,Graveyard,"Graphic Designer  TV,Reporter - Digital,Copy Editor,Anchor,Reporter - Print,Graphic Designer - Print","Photoshop,HTML,CSS,InDesign,Illustrator",Hired
d_ep3_sp3,,Distribution,Events,Senior Producer,Evening,"Graphic Designer - Digital,Developer,Anchor,Graphic Designer - Print","HTML,Photoshop,Illustrator",Hired
d_ep3,,Distribution,Events,Executive Producer,Graveyard,"Reporter - Digital,Graphic Designer - Digital,Copy Editor,Reporter - Print,Reporter - TV,Graphic Designer - Print,Anchor","InDesign,JavaScript,Photoshop,CSS,HTML",Hired
d_ep4_sp1_emp1,,Distribution,Campaigns,Associate Producer,Graveyard,"Journalist,Copy Editor","HTML,CSS,Photoshop,InDesign,JavaScript",Hired
d_ep4_sp1_emp2,,Distribution,Campaigns,Producer,Graveyard,"Reporter - Print,Copy Editor,Developer,Graphic Designer  TV,Anchor,Graphic Designer - Digital,Reporter - TV,Reporter - Digital","HTML,JavaScript,Photoshop,CSS,InDesign",Hired
d_ep4_sp1,,Distribution,Campaigns,Chief Producer,Graveyard,"Copy Editor,Reporter - Digital,Graphic Designer - Print,Reporter - TV,Journalist,Graphic Designer  TV,Graphic Designer - Digital,Anchor,Reporter - Print","HTML,CSS,Illustrator,JavaScript",Hired
d_ep4_sp2_emp1,,Distribution,Campaigns,Trainee Producer,Morning,"Reporter - Digital,Graphic Designer - Print","Illustrator,InDesign,JavaScript,Photoshop,HTML,CSS",Hired
d_ep4_sp2_emp2,,Distribution,Campaigns,Associate Producer,Graveyard,"Anchor,Reporter - Print,Reporter - TV","InDesign,Illustrator",Hired
d_ep4_sp2,,Distribution,Campaigns,Senior Producer,Graveyard,"Reporter - Print,Graphic Designer - Print,Copy Editor","Photoshop,Illustrator,InDesign,CSS,HTML",Hired
d_ep4_sp3_emp1,,Distribution,Campaigns,Trainee Producer,Morning,Graphic Designer - Print,InDesign,Hired
d_ep4_sp3_emp2,,Distribution,Campaigns,Assistant Producer,Evening,"Graphic Designer - Print,Reporter - Print,Reporter - TV,Reporter - Digital,Graphic Designer - Digital,Graphic Designer  TV","Photoshop,CSS,HTML,InDesign,Illustrator",Hired
d_ep4_sp3,,Distribution,Campaigns,Senior Producer,Morning,"Journalist,Graphic Designer - Digital,Reporter - TV,Graphic Designer  TV","JavaScript,CSS,Illustrator,InDesign,HTML",Hired
d_ep4,,Distribution,Campaigns,Executive Producer,Graveyard,"Graphic Designer - Digital,Journalist","Photoshop,JavaScript",Hired
d_ep5_sp1_emp1,,Distribution,Engagement,Producer,Evening,Copy Editor,"CSS,Photoshop",Hired
d_ep5_sp1_emp2,,Distribution,Engagement,Assistant Producer,Evening,"Graphic Designer - Print,Developer,Journalist,Graphic Designer  TV,Reporter - Print,Copy Editor","Photoshop,InDesign,JavaScript,CSS,HTML",Hired
d_ep5_sp1,,Distribution,Engagement,Senior Producer,Graveyard,Reporter - TV,"HTML,JavaScript,CSS,InDesign",Hired
d_ep5_sp2_emp1,,Distribution,Engagement,Producer,Graveyard,Reporter - Print,"InDesign,HTML,Photoshop,CSS,Illustrator,JavaScript",Hired
d_ep5_sp2_emp2,,Distribution,Engagement,Associate Producer,Morning,"Graphic Designer - Digital,Reporter - Print,Graphic Designer - Print,Anchor","JavaScript,CSS",Hired
d_ep5_sp2,,Distribution,Engagement,Senior Producer,Morning,"Copy Editor,Reporter - TV,Developer,Graphic Designer  TV,Graphic Designer - Digital,Graphic Designer - Print,Reporter - Digital,Reporter - Print","JavaScript,CSS",Hired
d_ep5_sp3_emp1,,Distribution,Engagement,Associate Producer,Morning,"Copy Editor,Graphic Designer - Digital","JavaScript,Illustrator,Photoshop,CSS,InDesign,HTML",Hired
d_ep5_sp3_emp2,,Distribution,Engagement,Assistant Producer,Morning,"Reporter - Print,Graphic Designer - Digital,Journalist,Copy Editor,Reporter - Digital,Developer,Anchor,Graphic Designer - Print,Reporter - TV,Graphic Designer  TV","JavaScript,HTML,Illustrator,Photoshop,CSS",Hired
d_ep5_sp3,,Distribution,Engagement,Senior Producer,Evening,Developer,"HTML,InDesign,CSS,Illustrator",Hired
d_ep5,,Distribution,Engagement,Executive Producer,Morning,"Reporter - TV,Graphic Designer - Digital,Reporter - Digital,Graphic Designer - Print,Journalist,Reporter - Print","Illustrator,JavaScript,InDesign",Hired
d_ep6_sp1_emp1,,Distribution,Seeding,Trainee Producer,Morning,"Journalist,Graphic Designer - Digital,Copy Editor,Reporter - TV,Graphic Designer  TV","Photoshop,HTML",Hired
d_ep6_sp1_emp2,,Distribution,Seeding,Associate Producer,Graveyard,"Reporter - Print,Anchor,Graphic Designer - Print",InDesign,Hired
d_ep6_sp1,,Distribution,Seeding,Senior Producer,Morning,"Reporter - TV,Anchor,Developer,Reporter - Digital,Graphic Designer  TV,Graphic Designer - Print,Graphic Designer - Digital","Photoshop,HTML,CSS",Hired
d_ep6_sp2_emp1,,Distribution,Seeding,Associate Producer,Evening,"Reporter - TV,Graphic Designer  TV,Copy Editor,Graphic Designer - Print","Illustrator,Photoshop,HTML",Hired
d_ep6_sp2_emp2,,Distribution,Seeding,Trainee Producer,Evening,"Developer,Reporter - Digital,Graphic Designer - Digital,Graphic Designer - Print,Journalist,Reporter - TV","HTML,CSS,JavaScript",Hired
d_ep6_sp2,,Distribution,Seeding,Chief Producer,Evening,"Graphic Designer  TV,Reporter - Digital","Illustrator,JavaScript,InDesign,CSS,Photoshop",Hired
d_ep6_sp3_emp1,,Distribution,Seeding,Associate Producer,Morning,"Graphic Designer  TV,Developer,Reporter - TV,Journalist,Reporter - Digital","CSS,Illustrator,InDesign,Photoshop,HTML,JavaScript",Hired
d_ep6_sp3_emp2,,Distribution,Seeding,Associate Producer,Evening,"Anchor,Copy Editor,Graphic Designer - Digital,Reporter - TV,Graphic Designer - Print,Reporter - Digital","HTML,Illustrator,CSS",Hired
d_ep6_sp3,,Distribution,Seeding,Chief Producer,Evening,"Anchor,Graphic Designer  TV,Copy Editor,Graphic Designer - Digital,Reporter - Print,Reporter - TV,Journalist,Reporter - Digital,Graphic Designer - Print,Developer","Illustrator,InDesign,JavaScript,CSS,HTML,Photoshop",Hired
d_ep6,,Distribution,Seeding,Executive Producer,Morning,"Journalist,Anchor","CSS,InDesign,Photoshop,JavaScript,HTML,Illustrator",Hired
d_mp,,Distribution,,Managing Producer,Graveyard,"Graphic Designer - Print,Reporter - TV","CSS,JavaScript,Illustrator,Photoshop,HTML",Hiring
